# Millis,estlat,estlon,nextwaypoint,bearing,distance,heading
7150,39.6019080,-104.9300020,1,69.60,27.236,74.300
7200,39.6019090,-104.9299990,1,69.60,27.030,70.700
7250,39.6019100,-104.9299970,1,69.60,26.814,70.100
7300,39.6019100,-104.9299940,1,69.60,26.593,66.800
7350,39.6019110,-104.9299920,1,69.60,26.367,66.800
7400,39.6019120,-104.9299900,1,69.60,26.142,63.500
7450,39.6019130,-104.9299870,1,69.70,25.917,63.500
7500,39.6019140,-104.9299850,1,69.70,25.692,61.000
7550,39.6019150,-104.9299820,1,69.80,25.464,61.200
7600,39.6019160,-104.9299800,1,69.90,25.235,59.300
7650,39.6019170,-104.9299780,1,70.00,25.003,59.200
7700,39.6019180,-104.9299750,1,70.10,24.771,58.700
7750,39.6019190,-104.9299730,1,70.20,24.535,58.400
7800,39.6019200,-104.9299710,1,70.30,24.299,58.000
7850,39.6019210,-104.9299680,1,70.40,24.059,58.200
7900,39.6019230,-104.9299660,1,70.60,23.813,58.500
7950,39.6019240,-104.9299630,1,70.70,23.573,57.900
8000,39.6019250,-104.9299610,1,70.80,23.332,58.900
8050,39.6019260,-104.9299580,1,70.90,23.082,59.400
8100,39.6019270,-104.9299560,1,71.10,22.831,60.300
8150,39.6019280,-104.9299530,1,71.20,22.579,60.600
8200,39.6019290,-104.9299500,1,71.30,22.322,61.300
8250,39.6019310,-104.9299480,1,71.40,22.065,61.200
8300,39.6019320,-104.9299450,1,71.60,21.803,61.900
8350,39.6019330,-104.9299420,1,71.70,21.540,61.800
8400,39.6019340,-104.9299400,1,71.80,21.278,62.200
8450,39.6019350,-104.9299370,1,71.90,21.010,62.200
8500,39.6019360,-104.9299340,1,72.00,20.748,62.400
8550,39.6019370,-104.9299310,1,72.20,20.476,62.400
8600,39.6019390,-104.9299280,1,72.30,20.208,62.800
8650,39.6019400,-104.9299250,1,72.40,19.931,63.300
8700,39.6019410,-104.9299230,1,72.50,19.678,63.800
8750,39.6019420,-104.9299200,1,72.70,19.400,63.600
8800,39.6019430,-104.9299170,1,72.80,19.117,63.600
8850,39.6019440,-104.9299140,1,73.00,18.839,63.200
8900,39.6019450,-104.9299110,1,73.10,18.557,63.500
8950,39.6019460,-104.9299080,1,73.20,18.280,63.500
9000,39.6019480,-104.9299050,1,73.40,17.998,63.500
9050,39.6019490,-104.9299020,1,73.60,17.711,63.400
9100,39.6019500,-104.9298990,1,73.70,17.429,63.500
9150,39.6019510,-104.9298960,1,73.90,17.142,63.900
9200,39.6019520,-104.9298930,1,74.10,16.855,63.800
9250,39.6019530,-104.9298900,1,74.20,16.578,63.400
9300,39.6019550,-104.9298870,1,74.40,16.287,63.400
9350,39.6019560,-104.9298840,1,74.60,16.002,63.500
9400,39.6019570,-104.9298810,1,74.90,15.706,63.700
9450,39.6019580,-104.9298770,1,75.10,15.420,63.900
9500,39.6019590,-104.9298740,1,75.30,15.129,64.000
9550,39.6019600,-104.9298710,1,75.50,14.853,64.300
9600,39.6019620,-104.9298680,1,75.70,14.558,64.100
9650,39.6019630,-104.9298650,1,76.00,14.262,64.300
9700,39.6019640,-104.9298620,1,76.20,13.962,64.300
9750,39.6019650,-104.9298590,1,76.50,13.668,64.600
9800,39.6019660,-104.9298550,1,76.70,13.373,64.800
9850,39.6019670,-104.9298520,1,77.00,13.068,64.900
9900,39.6019690,-104.9298490,1,77.30,12.783,64.400
9950,39.6019700,-104.9298460,1,77.60,12.475,64.600
10000,39.6019710,-104.9298430,1,77.90,12.191,65.200
10050,39.6019720,-104.9298390,1,78.20,11.892,66.100
10100,39.6019730,-104.9298360,1,78.60,11.582,66.100
10150,39.6019740,-104.9298330,1,78.90,11.288,66.100
10200,39.6019750,-104.9298300,1,79.20,10.989,66.300
10250,39.6019760,-104.9298260,1,79.60,10.686,66.500
10300,39.6019780,-104.9298230,1,80.00,10.388,66.300
10350,39.6019790,-104.9298200,1,80.40,10.086,66.500
10400,39.6019800,-104.9298160,1,80.80,9.798,67.000
10450,39.6019810,-104.9298130,1,81.30,9.495,67.900
10500,39.6019820,-104.9298100,1,81.70,9.192,68.000
10550,39.6019830,-104.9298060,1,82.20,8.885,68.200
10600,39.6019840,-104.9298030,1,82.70,8.588,69.000
10650,39.6019850,-104.9298000,1,83.20,8.285,69.400
10700,39.6019860,-104.9297960,1,83.70,7.983,69.600
10750,39.6019870,-104.9297930,1,84.30,7.681,70.000
10800,39.6019880,-104.9297890,1,84.90,7.375,70.000
10850,39.6019890,-104.9297860,1,85.50,7.069,70.300
10900,39.6019900,-104.9297820,1,86.20,6.769,70.900
10950,39.6019910,-104.9297790,1,87.00,6.459,71.300
11000,39.6019920,-104.9297750,1,87.70,6.154,71.700
11050,39.6019930,-104.9297720,1,88.60,5.845,72.400
11100,39.6019930,-104.9297680,1,89.50,5.541,73.000
11150,39.6019940,-104.9297650,1,90.50,5.238,73.300
11200,39.6019950,-104.9297610,1,91.50,4.936,73.800
11250,39.6019960,-104.9297580,1,92.70,4.631,74.600
11300,39.6019970,-104.9297540,1,94.00,4.326,75.500
11350,39.6019970,-104.9297500,1,95.40,4.036,75.900
11400,39.6019980,-104.9297470,1,97.00,3.734,76.400
11450,39.6019990,-104.9297430,1,98.90,3.430,77.200
11500,39.6019990,-104.9297390,1,101.10,3.133,78.100
11550,39.6020000,-104.9297360,2,-9.80,13.741,78.500
11600,39.6020000,-104.9297320,2,-11.10,13.736,79.000
11650,39.6020010,-104.9297280,2,-12.40,13.742,79.900
11700,39.6020010,-104.9297250,2,-13.70,13.760,80.400
11750,39.6020020,-104.9297210,2,-15.00,13.786,80.200
11800,39.6020020,-104.9297180,2,-16.20,13.816,80.000
11850,39.6020030,-104.9297140,2,-17.50,13.852,80.200
11900,39.6020030,-104.9297110,2,-18.60,13.893,80.400
11950,39.6020040,-104.9297080,2,-19.80,13.941,80.800
12000,39.6020040,-104.9297050,2,-20.80,13.993,81.200
12050,39.6020040,-104.9297020,2,-21.90,14.053,81.500
12100,39.6020050,-104.9296990,2,-23.00,14.118,81.800
12150,39.6020050,-104.9296950,2,-24.00,14.189,82.200
12200,39.6020050,-104.9296920,2,-25.10,14.267,82.100
12250,39.6020060,-104.9296890,2,-26.10,14.347,82.400
12300,39.6020060,-104.9296860,2,-27.00,14.430,82.500
12350,39.6020060,-104.9296830,2,-28.00,14.518,83.100
12400,39.6020070,-104.9296810,2,-28.90,14.606,82.700
12450,39.6020070,-104.9296780,2,-29.80,14.701,83.100
12500,39.6020070,-104.9296750,2,-30.60,14.791,82.600
12550,39.6020070,-104.9296720,2,-31.40,14.885,82.700
12600,39.6020080,-104.9296700,2,-32.30,14.985,82.000
12650,39.6020080,-104.9296670,2,-33.10,15.086,82.000
12700,39.6020080,-104.9296640,2,-33.80,15.181,82.100
12750,39.6020080,-104.9296620,2,-34.60,15.280,82.400
12800,39.6020090,-104.9296590,2,-35.30,15.384,82.200
12850,39.6020090,-104.9296570,2,-35.90,15.471,82.200
12900,39.6020090,-104.9296540,2,-36.70,15.576,81.900
12950,39.6020090,-104.9296520,2,-37.30,15.679,82.500
13000,39.6020100,-104.9296500,2,-38.00,15.785,82.400
13050,39.6020100,-104.9296470,2,-38.60,15.885,82.500
